Title,Artist,Creation Date,Image URL,Description,Price
Five Courtesans,Kawamata Tsuneyuki,early 18th cent. to mid 18th cent.,https://nrs.harvard.edu/urn-3:HUAM:VRS40509_dynmc,,9395.62
"Drawing for ""Guilty"" [""That must suck for you though, huh?""]",Karl Stevens,2004,https://nrs.harvard.edu/urn-3:HUAM:INV008438_dynmc,,1557.09
"Cupid, detail after Raphael, Villa Farnesina",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020650_dynmc,,1432.01
Fluxpost (Members of the Eastern Synod),George Maciunas,c. 1970,,,2437.25
"The Prophet Isaiah, after Michelangelo",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020660_dynmc,,6577.11
"""Idea of an Exhibition of Art in the Year 1830 in Vienna""",Unidentified Artist,1852,https://nrs.harvard.edu/urn-3:HUAM:INV009594_dynmc,,6893.34
River Landscape,Shūgetsu Tōkan,"Edo period, 18th-19th century???",https://nrs.harvard.edu/urn-3:HUAM:INV042927_dynmc,,3223.55
Great Victory for the Japanese Army at P'yōng Yang (Nichigun Heijō taisho no zu),Ogata Gekkō,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016442_dynmc,,5931.6
The Trojan Horse,Isaak Major,17th century,https://nrs.harvard.edu/urn-3:HUAM:INV193779_dynmc,,2943.49
Our Naval Forces in the Yellow Sea Firing at And Sinking Chinese Warships,Kobayashi Kiyochika 小林清親,1894 (Meiji 27),https://nrs.harvard.edu/urn-3:HUAM:790195,"Left sheet of triptych: 1944.5.17.1 (right), 1944.5.17.2 (center), 1944.5.17.3 (left)",5672.53
Sleeping Cat,Unknown Artist,20th century,https://nrs.harvard.edu/urn-3:HUAM:VRS41627_dynmc,,5158.32
Plant Study,Unknown Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV009590_dynmc,,8207.79
Mountain Lake Landscape,Shen Zhou 沈周,,https://nrs.harvard.edu/urn-3:HUAM:765122,,2505.9
Magnolia Blossoms,Kitagawa Sōsetsu 喜多川相説,"Edo period, 18th century",https://nrs.harvard.edu/urn-3:HUAM:INV042913_dynmc,,8829.6
The Heroic Fight of Cavalry Scout Captain Asakawa,Kobayashi Kiyochika 小林清親,1895 (Meiji 28),https://nrs.harvard.edu/urn-3:HUAM:790194,"Left sheet of triptych: 1944.5.11.1 (right), 1944.5.11.2 (center), 1944.5.11.3 (left)",5806.29
The Heroic Fight of Cavalry Scout Captain Asakawa,Kobayashi Kiyochika 小林清親,1895 (Meiji 28),https://nrs.harvard.edu/urn-3:HUAM:790181,"Right sheet of triptych: 1944.5.11.1 (right), 1944.5.11.2 (center), 1944.5.11.3 (left)",4659.08
"The Prophet Joel, after Michelangelo",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020659_dynmc,,3397.69
Boating Under Willow Trees,Yosa Buson 与謝蕪村,"Mid Edo period, circa 1782",https://nrs.harvard.edu/urn-3:HUAM:VRS87656_dynmc,,9593.02
The Serpentine,Walter Sickert,1920-1930,https://nrs.harvard.edu/urn-3:HUAM:INV010897_dynmc,,6844.8
Earthquake from the Legendary History of the Jin'o-ji (Kōnin Shōnin eden),Unknown Artist,c. 1350-1400,https://nrs.harvard.edu/urn-3:HUAM:81492_dynmc,,8752.61
Blank page; verso: Inscription,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78615_dynmc,,3954.26
Album of Chinese Export Paintings: Scenic Views,Unknown Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV006375_dynmc,,6641.39
"Detail from the ""Expulsion of Heliodorus from the Temple,"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020647_dynmc,,6786.11
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104742_dynmc,,1891.93
"Detail from the ""Mass at Bolsena"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020669_dynmc,,7007.17
Blank page; verso: Figure Sketches,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78558_dynmc,,8576.44
"Untitled (Tarcher's, New York)",Ben Shahn,1933-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104420_dynmc,,6352.41
Sergeant Kawasaki Crosses the River Taedongjiang Alone (Kawasaki gunsō tanshin Daidōkō o wataru),Mizuno Toshikata,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016521_dynmc,,8982.69
"Untitled (May Day Parade, Communist Party Route, Union Square, New York City)",Ben Shahn,"May 1, 1934",https://nrs.harvard.edu/urn-3:HUAM:LEG104509_dynmc,,6650.72
Rocks,Shōkadō Shōjō,"Late Momoyama to Early Edo period, early 17th century",https://nrs.harvard.edu/urn-3:HUAM:INV014178_dynmc,,2270.02
"Archimedes or Euclid, after ""The School of Athens"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020670_dynmc,,4039.05
Eastern Genji: The Garden in Snow (Azuma Genji yuki no niwa),Utagawa Kunisada 歌川国貞,"Late Edo period, 1854, 12th month",https://nrs.harvard.edu/urn-3:HUAM:INV017497_dynmc,,5558.97
Courtesan and Dog,Utagawa Kuniteru,"Late Edo to Early Meiji period, mid to late 19th century",https://nrs.harvard.edu/urn-3:HUAM:VRS41613_dynmc,Late Edo-early Meiji period,9151.65
The Triumph of Peace,Cornelis Cort,1564,https://nrs.harvard.edu/urn-3:HUAM:INV188824_dynmc,,4697.64
Peonies,Unknown Artist,,https://nrs.harvard.edu/urn-3:HUAM:INV042932_dynmc,,3833.02
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104751_dynmc,,6423.21
Rocks,Shōkadō Shōjō,"Late Momoyama to Early Edo period, early 17th century",https://nrs.harvard.edu/urn-3:HUAM:INV014177_dynmc,,9331.85
Hymns to the Night,Nikolai Makarov,1992,,,4349.16
"Untitled (Tarcher's, New York)",Ben Shahn,1933-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104419_dynmc_dynmc,,2386.23
The Last Judgment,Cornelis Cort,1564,https://nrs.harvard.edu/urn-3:HUAM:INV188825_dynmc,,2893.78
"Untitled, from the Bleacher Series",Robert Rauschenberg,1989,,,4506.47
"Meal Variation No. 1 Eaten by Arman, From 31 Variations on a Meal",Daniel Spoerri,mid 1960s,,"This piece derives from Spoerri's 1964 work ""31 Variations on a Meal"" at the Allan Stone Gallery in NY. ""31 Variations"" consisted of meals eaten by various artists and art world figures. Spoerri then affixed the ""remains"" as artworks entitled ""So Easily Made No. ..."" Photographs of the meals were taken and George Maciunas began an effort to produce both laminated tabletops and tablecloths like this one. This is one of four Fluxus Edition tablecloths known to have been produced, all of which are in the collection.",2061.37
Blank page; verso: Inscription,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78605_dynmc,,7395.74
"Untitled (Barong Dance, Bali)",Ben Shahn,"February 2, 1960-February 17, 1960",https://nrs.harvard.edu/urn-3:HUAM:LEG103810_dynmc,,4999.18
Jack Rabbit,Frederick Sommer,1939,,,1692.76
Winter Moon Among Clouds,Mori Ippō 森一鳳,19th century,https://nrs.harvard.edu/urn-3:HUAM:VRS41269_dynmc,,2923.43
Death of Saint Peter Martyr,Unidentified Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020640_dynmc,,8177.99
Vive la Plume,George Bickham,1733,https://nrs.harvard.edu/urn-3:HUAM:INV058677_dynmc,,3578.87
Clouds of Gray,David Akiba,1994,,,9247.88
The Triumph of Envy,Cornelis Cort,1564,https://nrs.harvard.edu/urn-3:HUAM:INV188819_dynmc,,4493.7
Distance Calculator,Unidentified Artist,1641,https://nrs.harvard.edu/urn-3:HUAM:INV189896_dynmc,,8291.21
Hibiscus Flowers and Wild Pinks,Kitagawa Sōsetsu 喜多川相説,"Early Edo period, mid 17th century",,"This painting depicts two seasonal flowers in an abstract and yet naturalistic composition; upright floral silhouettes rise gracefully from shadowy or imperceptible roots in a strikingly decorative design devoid of any visible ground plane. Individual plant forms are defined using a technique known as tarashikomi, in which black ink and/or mineral pigments have been splashed onto areas of still-moist ink wash, resulting in evocative pools of saturation. The evolution of such seemingly effortless and yet technically difficult decorative imagery also found expression in many other media during the Edo period (1615-1868), so that divisions between the various arts--such as painting, lacquerware, and metalwork--began to blur. Tarashikomi is one of the hallmarks of so-called Rimpa-style paintings--works done in emulation of Tawaraya Sōtatsu (died c. 1643), who is credited with having consciously evoked and updated the rich, allusive imagery of Japan's Heian-period (794-1185) past. The artist to whom this painting is attributed, Kitagawa Sōsetsu, appears to have been an accomplished and faithful mid-seventeenth-century follower in the direct line of Sōtatsu; however, many questions remain regarding Sōsetsu's identity and oeuvre. This work is likely one of a set of paintings depicting either the Flowers of the Twelve Months or the Flowers of the Four Seasons.",3002.94
Daikoku's Hammer and Three Mice,Shibata Zeshin 柴田是真,"Meiji period, circa 1878",https://nrs.harvard.edu/urn-3:HUAM:VRS60556_dynmc,,9045.14
"Sketches and Inscription (""The Arts of Industry Applied to Peace""?); verso: blank page",Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78614_dynmc,,5380.0
"Detail from the ""Expulsion of Heliodorus"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020671_dynmc,,4001.51
Landscape After Mi Fei (1051-1107),Yun Shouping 惲壽平,1683,https://nrs.harvard.edu/urn-3:HUAM:DDC251242_dynmc,,2591.48
Moon and Autumn Flowers,Sakai Hōitsu 酒井抱一,17th-19th century,https://nrs.harvard.edu/urn-3:HUAM:VRS41266_dynmc,,4174.97
AN ARHAT,Unknown Artist,1280-1368,https://nrs.harvard.edu/urn-3:HUAM:VRS42675_dynmc,,9034.58
"Pythagoras, after ""The School of Athens"" by  Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020668_dynmc,,4872.81
"""Moonflower"" upholstery design from the portfolio ""Surface Decoration""",Koloman Moser,1902,https://nrs.harvard.edu/urn-3:HUAM:DDC250303_dynmc,,8616.14
Monkey with Baby,Mori Sosen 森狙仙,17th-19th century,https://nrs.harvard.edu/urn-3:HUAM:VRS41611_dynmc,,9501.21
The Prodigal Son among the Swine,Unidentified Artist,18th century,https://nrs.harvard.edu/urn-3:HUAM:INV009602_dynmc,,8237.1
Genre Scenes in Kyoto: Spring (Kanpu itteki: haru),Maruyama Ōkyo 円山応挙,"Late Edo period, early 19th century",https://nrs.harvard.edu/urn-3:HUAM:781941,,3375.15
Nova Scotia Landscape,Thomas Willoughby Nason,1927,https://nrs.harvard.edu/urn-3:HUAM:INV160161_dynmc,,9211.53
"Untitled (Civil Works Administration demonstration, United States Customs House, New York City)",Ben Shahn,December 1933-March 1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104515_dynmc,,6083.32
Symbolist Study,Robert Demachy,c. 1900-c. 1910,,,4662.75
Sketches of Female Figures with Baskets or Jugs;  verso: Sketches of Female Figures,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78569_dynmc,,3694.58
"Meal Variation No. 3 Eaten by Benjamin Patterson, From 31 Variations on a Meal",Daniel Spoerri,mid 1960s,,"This piece derives from Spoerri's 1964 work ""31 Variations on a Meal"" at the Allan Stone Gallery in NY. ""31 Variations"" consisted of meals eaten by various artists and art world figures. Spoerri then affixed the ""remains"" as artworks entitled ""So Easily Made No. ..."" Photographs of the meals were taken and George Maciunas began an effort to produce both laminated tabletops and tablecloths like this one. This is one of four Fluxus Edition tablecloths known to have been produced, all of which are in the collection.",6876.63
"Paris, July 14, 1951",Elliot Erwitt,1951,,,4007.8
Figure Study; verso: Landscape with Tree,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78587_dynmc,,4522.28
Sergeant Kawasaki Crosses the River Daidōkō Alone (Kawasaki gunsō tanshin Daidōkō o wataru),Mizuno Toshikata,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016563_dynmc,,5492.72
Untitled (New York City),Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104730_dynmc,,7739.22
Triptych: Three Kabuki Actors,Utagawa Kunisada 歌川国貞,"Late Edo period, circa 1855-1860",https://nrs.harvard.edu/urn-3:HUAM:INV017513_dynmc,,3194.77
Female Nō Musician Preparing to Beat a Drum,Yūkō,"Taishō or early Shōwa period, early 20th century",https://nrs.harvard.edu/urn-3:HUAM:VRS41616_dynmc,,1647.42
Venus Offered Riches from the Sea,Unidentified Artist,18th century,https://nrs.harvard.edu/urn-3:HUAM:INV020645_dynmc,,9556.33
NYC Studio,Bruce Weber,1986,,,9310.67
Untitled (New York City),Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104750_dynmc,,5969.7
Pine Islands (Matsushima),Tanoue Kikusha,19th century,https://nrs.harvard.edu/urn-3:HUAM:VRS40501_dynmc,,1896.88
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104753_dynmc,,5336.8
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104767_dynmc,,3051.48
Road with Ox Cart and Coolies,Yoshida Hiroshi,"Late Meiji to Taishō period, early 20th century",https://nrs.harvard.edu/urn-3:HUAM:VRS43086_dynmc,,1266.81
"""Zephyrus"" design for printed silk from the portfolio ""Surface Decoration""",Koloman Moser,1902,https://nrs.harvard.edu/urn-3:HUAM:76214_dynmc,,5298.99
"Two Muses, after ""Parnassus"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020651_dynmc,,1531.92
"Untitled (Civil Works Administration demonstration, near the United States Customs House, New York City)",Ben Shahn,December 1933-March 1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104516_dynmc,,3363.66
Alpine Landscape,Unidentified Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV009599_dynmc,,3526.92
Hymns to the Night,Nikolai Makarov,1992,,,8456.41
Untitled (T112),Kuwayama Tadasuke,"Shōwa period, 1965",,,3415.29
Inscription; verso: Blank page,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78594_dynmc,,5141.89
"Head of a Man, after Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020624_dynmc,,8144.98
Sergeant Kawasaki Crosses the River Daidōkō Alone (Kawasaki gunsō tanshin Daidōkō o wataru),Mizuno Toshikata,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016562_dynmc,,4698.85
"Untitled (U.S. General Post Office, 31st Street and 8th Avenue, New York City)",Ben Shahn,1932-1934,https://nrs.harvard.edu/urn-3:HUAM:LEG104761_dynmc,,3677.17
The Intercession of the Virgin,Unidentified Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV009596_dynmc,,3052.62
Scholars in a Mountain Landscape,Jiang Song 蒋嵩,1st half 16th century,https://nrs.harvard.edu/urn-3:HUAM:VRS80777_dynmc,,4827.83
Sergeant Kawasaki Crosses the River Daidōkō Alone (Kawasaki gunsō tanshin Daidōkō o wataru),Mizuno Toshikata,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016564_dynmc,,8911.39
Old Tortoise (Minogame),Kankanshi (Kitashiro Yaehachi),17th-19th century,https://nrs.harvard.edu/urn-3:HUAM:VRS41268_dynmc,,9085.23
Alice Lush,Robert Austin,1928,https://nrs.harvard.edu/urn-3:HUAM:INV203137_dynmc,,1461.03
Nova Scotia Landscape,Thomas Willoughby Nason,1927,https://nrs.harvard.edu/urn-3:HUAM:INV160159_dynmc,,9833.93
Album of Chinese Export Paintings: Women's Occupations,Unknown Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV006369_dynmc,,1020.1
Endpaper; verso: Inscription with Sketches,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78547_dynmc,,5540.22
Winter Landscape,Tani Bunchō 谷文晁,"Late Edo period, 1818",https://nrs.harvard.edu/urn-3:HUAM:VRS41615_dynmc,,2482.58
Blank page; verso: Inscription,Frederic Leighton,19th century,https://nrs.harvard.edu/urn-3:HUAM:78602_dynmc,,1426.58
"Untitled (Barong Dance, Bali)",Ben Shahn,"February 2, 1960-February 17, 1960",https://nrs.harvard.edu/urn-3:HUAM:LEG103823_dynmc,,3433.5
Meditations (panel 2),Gary Schneider,1993,,,9684.34
"Head of Plato, after ""The School of Athens"" by Raphael",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020627_dynmc,,2064.61
Seated Buddha with Eighteen Arhats,Unknown Artist,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV006473_dynmc,,7410.26
Great Victory for the Japanese Army at P'yōng Yang (Nichigun Heijō taisho no zu),Ogata Gekkō,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016444_dynmc,,4641.28
"Detail of a Sibyl, after Raphael, Santa Maria della Pace",August Temmel,19th century,https://nrs.harvard.edu/urn-3:HUAM:INV020652_dynmc,,1904.29
"Untitled (South Street pier, New York City)",Ben Shahn,1932-1935,https://nrs.harvard.edu/urn-3:HUAM:LEG104757_dynmc,,6942.77
Bamboo in Rain,Yao Shou 姚綬,1494,https://nrs.harvard.edu/urn-3:HUAM:758119,,2337.52
Bunchō  (Java Sparrow),Hōnyo,19th century,https://nrs.harvard.edu/urn-3:HUAM:VRS40500_dynmc,,4627.67
The Triumph of Peace,Cornelis Cort,1564,https://nrs.harvard.edu/urn-3:HUAM:INV188824_dynmc,,1814.2
"Text (recto), Four Mosques (verso), folio 41 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC104788_dynmc,,2298.98
Section from Chapter 25 of the Lotus Sutra (Miaofa lianhua jing),Unknown Artist,7th century,https://nrs.harvard.edu/urn-3:HUAM:758620,,2592.91
Paris,Joseph Hecht,1933,,,2943.32
Hymns to the Night,Nikolai Makarov,1992,,,3418.87
BHAISAJYA-GURU-VAIDURYA-PRABHARAJAH-SUTRA,Unknown Artist,,https://nrs.harvard.edu/urn-3:HUAM:INV026003_dynmc,,7805.21
"""Waves of the Danube"" wall decoration for a bathroom from the portfolio ""Surface Decoration""",Koloman Moser,1902,https://nrs.harvard.edu/urn-3:HUAM:DDC250301_dynmc,,1307.33
Nova Scotia Landscape,Thomas Willoughby Nason,1927,https://nrs.harvard.edu/urn-3:HUAM:INV160159_dynmc,,7547.35
Sacred Book of Daoism,Unknown Artist,1568,https://nrs.harvard.edu/urn-3:HUAM:50747_dynmc,,9504.45
"""Moonflower"" upholstery design from the portfolio ""Surface Decoration""",Koloman Moser,1902,https://nrs.harvard.edu/urn-3:HUAM:DDC250303_dynmc,,1869.29
"Painting with Text (recto), Text (verso), folio 23 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101892_dynmc,,5823.11
The Triumph of Envy,Cornelis Cort,1564,https://nrs.harvard.edu/urn-3:HUAM:INV188819_dynmc,,4319.44
Ichikawa Danjūrō IX as Musashibō Benkei in The Subscription List (Kanjinchō),Tsukioka Yoshitoshi 月岡芳年,1890,https://nrs.harvard.edu/urn-3:HUAM:767172,,1982.7
Bell with Floral Decoration,Unknown Artist,3rd century BCE-4th century CE,https://nrs.harvard.edu/urn-3:HUAM:LEG251163_dynmc,,9194.37
"Introduction page for ""About A More Beautiful Death""",Werner Tübke,1981,,in slip case,6923.98
"Meal Variation No. 3 Eaten by Benjamin Patterson, From 31 Variations on a Meal",Daniel Spoerri,mid 1960s,,"This piece derives from Spoerri's 1964 work ""31 Variations on a Meal"" at the Allan Stone Gallery in NY. ""31 Variations"" consisted of meals eaten by various artists and art world figures. Spoerri then affixed the ""remains"" as artworks entitled ""So Easily Made No. ..."" Photographs of the meals were taken and George Maciunas began an effort to produce both laminated tabletops and tablecloths like this one. This is one of four Fluxus Edition tablecloths known to have been produced, all of which are in the collection.",5689.6
"Painting with Text (recto), Text (verso), folio 26 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101895_dynmc,,1164.27
Hand-Drum (Tsuzumi) Core with Decoration of Morning Glories,Unknown Artist,"Momoyama period, 1568-1603",https://nrs.harvard.edu/urn-3:HUAM:VRS46806_dynmc,,6745.03
Manuscript of the Qur'an: Section (Juz') IX,Unknown Artist,16th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101579_dynmc,,9581.27
"Archery, Secret of Hiki School (Hiki-ryū yumi no jōjō)",Unknown Artist,"Early Edo period, dated 1651",https://nrs.harvard.edu/urn-3:HUAM:INV007488_dynmc,,8876.81
First Division Approaching Fengtian (Daiichigun Hōten-fu shingeki no zu),Ogata Gekkō,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016239_dynmc,,5411.09
"The Cat, the Weasel, and the Little Rabbit",A. B. Benjamin,1835,https://nrs.harvard.edu/urn-3:HUAM:INV208179_dynmc,,7342.36
Fluxpost (Members of the Eastern Synod),George Maciunas,c. 1970,,,3567.06
Wooden Drum with Lacquered Stand,Unknown Artist,8th century,https://nrs.harvard.edu/urn-3:HUAM:CARP08464_dynmc,,9467.76
Inatomi School Method of Shooting a Gun (Inatomi-ryū teppō densho),Unknown Artist,17th-18th century,https://nrs.harvard.edu/urn-3:HUAM:INV007310_dynmc,,8177.11
Anthology of Waka and Chinese Poems (Wakan rōei shū) edited by Fujiwara Kintō (966-1041),Sadanari Sesonji,12th-14th century,https://nrs.harvard.edu/urn-3:HUAM:767965,,4556.76
Captain Matsuzaki Crossing Anjō Reveals His Great Bravery (Anjō o watari Daigekisen Matsuzaki Taii yūmō),Mizuno Toshikata,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:790189,,1405.18
Guanyin Chapter from an Illustrated Lotus Sutra (Miaofa lianhua jing Guanshiyin pusa pumenpin),Unknown Artist,dated to 1432,https://nrs.harvard.edu/urn-3:huam:DDC112098_dynmc,,4736.4
Finger Cymbal,Unknown Artist,1st-3rd century CE,https://nrs.harvard.edu/urn-3:HUAM:LEG251681_dynmc,,5982.83
Double-sided Hathor Emblem from a Sistrum,Unknown Artist,664 BCE-343 BCE,https://nrs.harvard.edu/urn-3:HUAM:764531,"This double-sided emblem of the cow-eared, Egyptian goddess Hathor comes from a sistrum or ceremonial rattle. The goddess is frontal, wearing a straight wig, parted in the center, and bound with straight ribbons. Her triangle shaped face is flat with wide-set eyes, broad cheeks, and a flat chin. Her characteristically cow-shaped ears are rendered as flat on either side of the wig. Below her face is a round broad collar with a simple pattern of tube and drop beads. On each of her shoulder sits a uraeus, the upright rearing cobra, holding a sun-disk on its head.  A molded cornice above the goddess’ head holds the lower part of the architectural frame of the naos, or temple, within which sits a uraeus. The main part of the naos, which would have extended upwards to form the remainder of the structure, is now lost. The emblem would have been attached to a handle, also lost, that may have included inscriptions to a pharaoh.",6175.23
Manuscript of the Bustan by Sa`di,Unknown Artist,1551,https://nrs.harvard.edu/urn-3:HUAM:DDC102553_dynmc,,8564.68
Sistrum,Unknown Artist,mid 8th-mid 4th century BCE,https://nrs.harvard.edu/urn-3:HUAM:INV029661_dynmc,,3305.29
Alice Lush,Robert Austin,1928,https://nrs.harvard.edu/urn-3:HUAM:INV203138_dynmc,,1436.86
The Capture of Kidomaru by Minamoto no Raikō (Minamoto no Yorimitsu; Kidōmaru),Utagawa Kuniyoshi 歌川国芳,"Late Edo period, 19th century",https://nrs.harvard.edu/urn-3:HUAM:INV017623_dynmc,,4018.73
Weapons and Ways of Attack and Defense in 4 Volumes,Unknown Artist,"Late Edo period, 1853",https://nrs.harvard.edu/urn-3:HUAM:INV010160_dynmc,,4306.87
Night Patrol in the Snow near Niu-chuang (Gyūsō fukin setsuya no sekkō),Kobayashi Kiyochika 小林清親,"Meiji period,",https://nrs.harvard.edu/urn-3:HUAM:INV016614_dynmc,,8592.63
First Division Approaching Fengtian (Daiichigun Hōten-fu shingeki no zu),Ogata Gekkō,"Meiji period, dated 1894",https://nrs.harvard.edu/urn-3:HUAM:INV016240_dynmc,,1869.89
Hemispherical Bell,Unknown Artist,second half 4th-first half 6th century,https://nrs.harvard.edu/urn-3:HUAM:LEG251226_dynmc,,1587.88
"Cemetary (recto), Painting of Two Mosques (verso), folio 40 from a Manuscript of a Majmu`a of Persian Texts",Unknown Artist,16th-17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC101899_dynmc,,6298.54
The Last Judgment,Cornelis Cort,1564,https://nrs.harvard.edu/urn-3:HUAM:INV188825_dynmc,,8438.44
"Braving the Snow, Our Troops Capture the Stronghold at Weihaiwei",Kobayashi Kiyochika 小林清親,1895 (Meiji 28),https://nrs.harvard.edu/urn-3:HUAM:INV016393_dynmc,"Right sheet of triptych: 1944.5.6.1 (right), 1944.5.6.2 (center), 1944.5.6.3 (left)",6103.84
"Garden Scene (painting, verso), Text (recto), folio 78 from the Bustan by Sa`di, Written for Sultan `Abd al-`Aziz (1540-50) and Reworked for Emperor Jahangir (1605-27)",Shaykh Zada,c. 1531-1532,https://nrs.harvard.edu/urn-3:HUAM:DDC102259_dynmc,,4735.61
"The Seduction of Yusuf, illustrated folio from a manuscript of Yusuf va Zulaykha by Jami",Unknown Artist,c. 1575,https://nrs.harvard.edu/urn-3:HUAM:DDC100869_dynmc,,7988.7
"The Fall of Fenghuangcheng, later called Our Elite Forces Capturing the Pescadores Islands in Taiwan",Kobayashi Kiyochika 小林清親,1894 (Meiji 27),https://nrs.harvard.edu/urn-3:HUAM:790225,"Center sheet of triptych: 1944.5.2.1 (right), 1944.5.2.2 (center), 1944.5.2.3 (left)",5414.87
Battle at Jinzhoucheng on the Road to Port Arthur,Kobayashi Kiyochika 小林清親,1894 (Meiji 27),https://nrs.harvard.edu/urn-3:HUAM:790191,"Left sheet of triptych: 1944.5.10.1 (right), 1944.5.10.2 (center), 1944.5.10.3 (left)",5176.91
"Meal Variation No. 1 Eaten by Arman, From 31 Variations on a Meal",Daniel Spoerri,mid 1960s,,"This piece derives from Spoerri's 1964 work ""31 Variations on a Meal"" at the Allan Stone Gallery in NY. ""31 Variations"" consisted of meals eaten by various artists and art world figures. Spoerri then affixed the ""remains"" as artworks entitled ""So Easily Made No. ..."" Photographs of the meals were taken and George Maciunas began an effort to produce both laminated tabletops and tablecloths like this one. This is one of four Fluxus Edition tablecloths known to have been produced, all of which are in the collection.",6439.59
"Sa`di's Visit to an Indian Temple (painting, recto), Text (verso), folio 119 from a Manuscript of the Bustan by Sa`di, Written for Sultan `Abd al-`Aziz (1540-50), Overpainting attributed to Bishndas for the Mughal Emperor Jahangir (r. 1605-27)",Shaykh Zada,1531-1532 (text); c. 1540 and c. 1620 (painting),https://nrs.harvard.edu/urn-3:HUAM:DDC102252_dynmc,,2521.88
Grapefruit,Yoko Ono,1964,https://nrs.harvard.edu/urn-3:HUAM:INV178777_dynmc,,9491.48
Sanskrit Prayer Formula printed over a Hakubyō Narrative Drawing (fragment of Bonji Darani-kyō),Unknown Artist,"Kamakura period, circa 1250-1300",https://nrs.harvard.edu/urn-3:huam:DDC112711_dynmc,,7767.93
"""Wings of Love"" design for printed silk from the portfolio ""Surface Decoration""",Koloman Moser,1902,https://nrs.harvard.edu/urn-3:HUAM:INV012141_dynmc,,1720.76
"Triptych: Arranging Flowers (Ikebana), from the series The Appearance of Upper-Class Women of the Edo Period (Tokugawa jidai kifujin no sugata)",Yōshū (Hashimoto) Chikanobu (楊洲周延),"Meiji period, dated September 1, 1900",https://nrs.harvard.edu/urn-3:HUAM:757606,,9464.05
